id,bloco,aluguel,valor_m2,area,quartos,suites,vagas,link,data_descoberta
677007,SQS 213 Bloco J,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-213-bloco-j-677007,seed:links.txt
1018437,SHCGN 715,,,,,,,https://www.dfimoveis.com.br/imovel/casa-3-quartos-aluguel-asa-norte-brasilia-df-shcgn-715-1018437,seed:links.txt
1028906,SQN 307 Bloco D,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-307-bloco-d-1028906,seed:links.txt
1035818,SQN 205 Bloco B,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-205-bloco-b-1035818,seed:links.txt
1025857,SQN 203 Bloco K,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-203-bloco-k-1025857,seed:links.txt
1036851,SQS 206 Bloco H,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-206-bloco-h-1036851,seed:links.txt
1036790,SQS 308 Bloco G,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-308-bloco-g-1036790,seed:links.txt
1036936,SQN 311 Bloco E,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-311-bloco-e-1036936,seed:links.txt
10046,SQN 215 Bloco K,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-215-bloco-k-10046,seed:links.txt
1037128,SQS 105 Bloco C,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-105-bloco-c-1037128,seed:links.txt
1038530,SQS 308 Bloco B,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-308-bloco-b-1038530,seed:links.txt
1038559,SQS 204 Bloco J,,,,,,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-204-bloco-j-1038559,seed:links.txt
